																																																					
	April 2021			May 2021			June 2021			July 2021			August 2021			September 2021			October 2021			November 2021			December 2021			January 2022			February 2022			March 2022			April 2022			May 2022			June 2022			July 2022			August 2022			September 2022	
				24/05/2021	mix		skull crusher	12x25 x3																	25/12/2021	missed		25/01/2022	shoulder push		25/02/2022	leg		25/03/2022	leg		25/04/2022	leg		25/05/2022	cardio		25/06/2022	pull		25/07/2022	holdiay		25/08/2022	core + forearm		25/09/2022	arm push
				russian twist	35x8 + 30x8																							bench press	5x80 x4		squat	6x80 x3 + 6x90 + 6x100 + 3x110		squat	6x70 + 6x80 x3		squat	6x90 + 6x95 + 6x90					low row	16x60 + 16x70 x3					forearm	20x14 x2 + 16x16 + 20x16			
				sit up	25x8 x2																							lateral raise	16x9 + 12x9 x3		leg press	18x180 + 12x220 + 10x240		leg press	16x220 + 12x260 + 10x260		leg press	12x220 + 12x260 x3					preacher curl	16x25 x2 + 16x30					sit up	20x28 x2 + 16x28			
				forearm	20x8 x5																							shoulder press	20x40 + 12x60 x2		calf raise	16x170 + 12x170 + 16x150		calf raise	20x150 + 20x180 x2		leg curl	16x55 + 12x60					chin up	12 x3					russian twist	20x10 x3			
				low row	20x35 x5																													leg curl	12x60 x2								reverse fly	12x12.5 x3					close grip pull down	7x85 + 12x60 + 8x70			
				cable curl	10x15 x3																																																
				shrug	20x18																																																
																																																					
				25/05/2021	push																																																
				chest press	12x30 x4																				26/12/2021	missed		26/01/2022	squat other		26/02/2022	shoulder push		26/03/2022	arm push		26/04/2022	barbell pull		26/05/2022	cardio		26/06/2022	leg		26/07/2022	arm push		26/08/2022	cardio		26/09/2022	core + forearm
				leg extension	12x45 x5																							squat	5x60 + 5x70 x3		bench press	5x70 + 5x75 x4		bench press	5x70 + 5x75 + 9x65 + 6x65 x2		barbell row	12x60 + 14x70 x3					squat	8x60 + 6x70 + 6x80 + 6x90		bench press	7x70 + 6x60						
				cable push down	12x15 x5																							leg press	16x100 + 12x100 x3		shoulder press	17x70 + 11x80 + 8x80 + 14x70		chest fly	12x9 x4		low row	20x90 + 18x100 x2					leg press	12x140 + 12x180 + 12x220 x2		skull crusher	12x30 x3						
				bench press	12x20 + 12x30 + 6x40 x2																							leg extension	12x55 x3		lateral raise	20x10 + 18x12 + 12x14 x2		dip	16x10 x2		bicep curl	10x14 x3					leg extension	12x55 x3		chest fly	12x10 x3						
																												forearm	20x8 x2		pectoral	20x15 + 12x20 + 9x20 + 14x15		skull crusher	12x25 + 14x25 + 12x25		pull up	12x10 x2 + 10x10								rope push down	16x20 x3						
				26/05/2021	mix																										calf raise	20x140 + 20x160 + 17x160 x2		rope push down	12x20 x2 + 12x15		preacher curl	10x35 x2								pectoral	10x20 x4						
				preacher curl	12x30 x4																																																
				close grip pull down	12x40 x5																																																
				low row	12x50 x4																																																
				russian twist	35x8																																																
				sit up	30x8																				27/12/2021	push		27/01/2022	push		27/02/2022	barbell pull		27/03/2022	dead pull		27/04/2022	core + forearm		27/05/2022	cardio		27/06/2022	core + forearm		27/07/2022	barbell pull		27/08/2022	leg		27/09/2022	leg
				forearm	20x8 x5																				bench press	10x70 + 7x70 x2 + 5x70		bench press	10x70 x2 + 9x70 + 7x70		barbell row	10x60 x2 + 10x70 x3		deadlift	6x100 + 5x110 + 1x115 + 5x100		sit up	20x28 x3					hanging leg raise	16 x3		barbell row	16x50 + 16x60 + 14x60 + 12x60		squat	8x80 + 8x90			
				lateral raise	12x6 x5																				dip	12 x3		rope push down	12x25 x2 + 8x25 + 12x20		chin up	10x20 x2 + 8x20 x2		low row	20x80 + 16x90 x2		russian twist	20x10 x3					sit up	16x16 x3		cable curl	16x15 + 16x20 x2		leg press	12x220 + 12x260 + 10x300 x2			
				preacher curl	12x20 x3 5x30 x2																				skull crusher	12x25 + 16x25 x2		pectoral	16x10 x4		low row	18x80 + 12x90 x2		preacher curl	16x30 x3		forearm	20x16 x3					abdominal crunch	16x30 + 16x35 x3		low row	16x60 + 16x70 + 14x70		leg curl	16x55 + 10x60 + 12x55			
				leg extension	12x100 + 12x120 + 12x160																										preacher curl	11x32.5 + 9x32.5 + 7x32.5		chin up	14x10 + 10x10 x2		hanging leg raise	20 x3					forearm	16x12					calf raise	20x200 x3			
																																					abdominal crunch	20x35 + 20x40 + 14x40											leg extension	16x60 + 14x65 + 12x65			
				27/05/2021	push																																																
				cable push down	12x25 x6																																																
				chest press	12x45 x4																																																
				bench press	10x40 + 8x40 x2																				28/12/2021	pull		28/01/2022	pull		28/02/2022	core + forearm		28/03/2022	core + forearm		28/04/2022	leg		28/05/2022	cardio		28/06/2022	pull		28/07/2022	core + forearm		28/08/2022	shoulder push		28/09/2022	pull
				sit up	25x8																				low row	12x80 x4		low row	12x60 x4		sit up	25x24 + 25x26 + 25x28		sit up	25x30 + 20x30 + 16x30		squat	6x85 x4					preacher curl	16x30 + 12x35 x3		leg press	8x220 + 16x220 + 10x240 x2		bench press	8x70 + 6x80 + 4x80 + 4x75			
				russian twist	30x8																				bicep curl	12x10 x4		preacher curl	12x30 x4		russian twist	16x10 + 20x10 + 25x10		russian twist	12x20 x3		leg extension	16x60 + 16x70 x2					pull up	16 + 14 + 10		calf raise	16x200 + 18x180		shoulder press	16x60 + 12x65 x2			
																									pull up	12 x2 + 10 + 8		pull up	12 x2 + 11		forearm	20x12 x3		forearm	16x16 x3		leg press	12x220 + 12x260 + 16x220					reverse fly	12x15 + 16x15 + 12x15		leg extension	16x50 + 16x55 x2		chest fly	12x12 x3			
				28/05/2021	pull																				reverse fly	12x15 + 16x10 x3		bicep curl	12x10 x3		abdominal crunch	18x35 + 17x35 + 13x35		abdominal crunch	16x40 + 12x45 + 10x45											leg curl	14x60 x2 + 10x60		lateral raise	12x9 x3			
				low row	6x90 x4																										hanging leg raise	20 x3		hanging leg raise	12 x2														pectoral	14x20 x3			
				close grip pull down	6x70 x4																										sit up	12x30																					
				cable curl	6x25 x4																																																
				preacher curl	6x30 x3																				29/12/2021	push		29/01/2022	shoulder push					29/03/2022	leg		29/04/2022	arm push		29/05/2022	cardio		29/06/2022	arm push		29/07/2022	leg		29/08/2022	core + forearm		29/09/2022	cardio
																									bench press	10x70 + 7x70 + 5x70 x2		dip	16 + 12 x3					squat	6x70 + 6x80 x3		bench press	8x70 + 7x75 + 6x75					bench press	6x70 + 5x75 + 4x75 + 6x70		forearm	20x12 x3		sit up	20x28 x4			
				29/05/2021	mix																				skull crusher	12x30 x4		bench press	5x60 + 8x60 + 7x60 + 6x60					leg extension	14x60 + 12x60 + 9x60		cable push down	16x25 + 16x30 + 12x30 x2					skull crusher	16x30 + 12x30 x2 + 9x30		sit up	20x24 x2		russian twist	20x10 x4			
				chest press	6x60 + 6x65 x3																				rope push down	12x22.5 + 12x25 x3		shoulder press	12x60 x4					calf raise	20x180 + 16x180 x2		chest fly	16x10 + 14x12 x2					pectoral	12x15 x3		russian twist	20x10 x2		forearm	16x16 x2 20x16			
				shoulder press	6x40 + 6x45 x3																				dip	8 x2 + 6		lateral raise	12x9 x4								skull crusher	14x30 x2					dip	12x10 + 10x10 + 8x10 + 8					abdominal crunch	20x35 + 12x40			
				russian twist	30x8																				pectoral	20x10 x4																	cable push down	16x20 x3					hanging leg raise	16 x3			
				sit up	30x8																																						chest fly	6x12 + 12x8 x3									
				lateral raise	6x10 x4																																																
				leg extension	10x120 x3																																																
																									30/12/2021	missed		30/01/2022	squat other					30/03/2022	cardio		30/04/2022	barbell pull		30/05/2022	cardio		30/06/2022	cardio		30/07/2022	shoulder push		30/08/2022	leg		30/09/2022	shoulder push
				30/05/2021	mix																							squat	5x70 + 5x75 x2 + 5x70								barbell row	16x60 + 14x70 + 10x75 x2								bench press	6x70		leg press	16x220 + 12x260 + 9x300 + 6x300		bench press	
				low row	12x75 x4																							forearm	20x8 x3								preacher curl	16x40 x2 + 14x40								close grip bench press	10x55 + 6x60 x2		leg curl	16x55 + 8x65 + 10x60			
				cable curl	12x17.5 x4																							leg press	16x100 + 10x140 x3								low row	16x100 x3								shoulder press	6x80 + 11x70 x2						
				preacher curl	12x20 x4																							leg curl	12x50								chin up	10x10 x3								dip	10x10 + 16x10 + 11x10						
				abdominal crunch	12x35 x4																							hanging leg raise	20 x3 + 16								reverse fly	14x15 x2								pectoral	15x20 x2 + 12x20						
				leg extension	12x50 x4																							russian twist	16x9 x2																	lateral raise	12x10 x3						
				russian twist	35x8																																									chest press	9x80						
				sit up	30x8																																																
				lateral raise	12x8 x2																				31/12/2021	push		31/01/2022	push					31/03/2022	shoulder push					31/05/2022	cardio					31/07/2022	cardio		31/08/2022	barbell pull			
																									bench press	2x82.5 + 7x70 + 5x70 x2		pectoral	20x10 + 16x15 + 12x20 x2					bench press	8x70 + 3x75 + 8x65														barbell row	16x60 + 16x70 + 10x70			
				31/05/2021	push																				skull crusher	20x25 x2 + 16x25 x2		chest press	16x60 + 12x80 x3					dip	10x10 + 12x10 x2														preacher curl	16x30 + 10x40 + 7x40 x2			
				shoulder press	12x45 x3 + 7x45																				dip	12 x4		skull crusher	16x30 + 12x30 x3					shoulder press	14x60 + 12x70 + 15x60														low row	20x80 + 14x100 x2 + 12			
				chest press	12x50 x4																							dip	12 x3																				chin up	8x10 + 6x10 x2			
				rope push down	12x22.5 x4																							cable push down	12x25 x3																				pull up	6x10			
				russian twist	35x8																																																
				sit up	35x8																																																
				skull crusher	12x20 x4																																																
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
